file,line,kind,value,func,population,verdict_class,verdict,in_param_manifest,assumes,publishes,consumes,edge_cases,finding,note
src/composing/analysis/chord/chordsymbolformatter.cpp,792,literal,4,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,792,literal,6,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,792,literal,7,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,792,literal,9,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,792,literal,11,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,793,literal,2,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,793,literal,4,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,793,literal,5,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,793,literal,7,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,793,literal,9,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,793,literal,10,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,794,literal,2,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,794,literal,3,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,794,literal,5,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,794,literal,7,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,794,literal,8,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,794,literal,10,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,795,literal,3,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,795,literal,5,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,795,literal,6,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,795,literal,8,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,795,literal,10,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Second in-file copy of the 457-465 scale table; also duplicates the shared keyModeScaleIntervals.
src/composing/analysis/chord/chordsymbolformatter.cpp,799,literal,21,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,FINDING duplication (#6): KeySigMode->diatonic-parent mapping (csfTonicizationParent),Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,800,literal,2,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,800,literal,3,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,800,literal,4,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,800,literal,5,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,800,literal,6,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,801,literal,2,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,801,literal,3,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,801,literal,4,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,801,literal,5,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,801,literal,6,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,802,literal,5,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,802,literal,6,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,802,literal,2,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,802,literal,3,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,802,literal,4,<file-scope>,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to CHR_DIATONIC_PARENT declared inside formatRomanNumeral (840-844). Two copies of the same 21-entry mode->parent table.
src/composing/analysis/chord/chordsymbolformatter.cpp,807,function,csfDiatonicDegreeForPc,,LIVE,code,SURVIVES,n/a,a committed ChordAnalysisResult (identity + function + key context),a display string (chord symbol / Roman numeral / Nashville number),"notation render bridge, batch_analyze output, status bar / context menu","empty/sparse identity, Unknown quality, slash bass, enharmonic spelling, chromatic root, symmetric chord",,LIVE display formatter function; analysis-is-display-agnostic separation (#2.3).
src/composing/analysis/chord/chordsymbolformatter.cpp,807,literal,7,csfDiatonicDegreeForPc,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,809,literal,12,csfDiatonicDegreeForPc,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,809,literal,12,csfDiatonicDegreeForPc,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,810,literal,7,csfDiatonicDegreeForPc,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,811,branch,,csfDiatonicDegreeForPc,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,820,function,csfIsDegreeMajorThird,,LIVE,code,SURVIVES,n/a,a committed ChordAnalysisResult (identity + function + key context),a display string (chord symbol / Roman numeral / Nashville number),"notation render bridge, batch_analyze output, status bar / context menu","empty/sparse identity, Unknown quality, slash bass, enharmonic spelling, chromatic root, symmetric chord",,LIVE display formatter function; analysis-is-display-agnostic separation (#2.3).
src/composing/analysis/chord/chordsymbolformatter.cpp,820,literal,7,csfIsDegreeMajorThird,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,823,literal,2,csfIsDegreeMajorThird,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,823,literal,7,csfIsDegreeMajorThird,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,824,literal,12,csfIsDegreeMajorThird,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,824,literal,12,csfIsDegreeMajorThird,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,824,literal,4,csfIsDegreeMajorThird,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,827,function,formatRomanNumeral,,LIVE,code,SURVIVES,n/a,a committed ChordAnalysisResult (identity + function + key context),a display string (chord symbol / Roman numeral / Nashville number),"notation render bridge, batch_analyze output, status bar / context menu","empty/sparse identity, Unknown quality, slash bass, enharmonic spelling, chromatic root, symmetric chord",,LIVE display formatter function; analysis-is-display-agnostic separation (#2.3).
src/composing/analysis/chord/chordsymbolformatter.cpp,831,branch,,formatRomanNumeral,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,837,literal,12,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,837,literal,12,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"music-theory / TPC-encoding / notation-catalog integer (pitch class, scale interval, TPC code, key-fifths threshold, figured-bass index). Not tunable; not in param_manifest."
src/composing/analysis/chord/chordsymbolformatter.cpp,840,literal,21,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,FINDING duplication (#6): KeySigMode->diatonic-parent mapping (CHR_DIATONIC_PARENT),Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,841,literal,2,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,841,literal,3,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,841,literal,4,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,841,literal,5,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,841,literal,6,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,842,literal,2,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,842,literal,3,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,842,literal,4,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,842,literal,5,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,842,literal,6,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,843,literal,5,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,843,literal,6,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,843,literal,2,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,843,literal,3,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,843,literal,4,formatRomanNumeral,LIVE,constant,ESTABLISHED,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Byte-identical to csfTonicizationParent (799-803).
src/composing/analysis/chord/chordsymbolformatter.cpp,847,branch,,formatRomanNumeral,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,856,branch,,formatRomanNumeral,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,notation-convention rendering branch.
src/composing/analysis/chord/chordsymbolformatter.cpp,888,branch,,formatRomanNumeral,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,"FINDING contract-mismatch (#10): aug6 label preset-gating asserted by doc, deferred in code","The It+6/Fr+6/Ger+6 block fires unconditionally; its own comment says 'Preset gating (Standard/Baroque only): deferred — formatRomanNumeral() has no preset context'. ARCHITECTURE #5.11 claims aug6 is 'Gated to Standard and Baroque presets only'. Corpus: Baroque 8 / Default 7 / Jazz 0 aug6 labels — the Jazz 0 is an upstream-analysis coincidence (SharpThirteenth not set), not the documented gate. Any effective gating is at the call site (out of scope) — note the dependency. Also an L5-flavored functional label on an L4 TU (boundary)."
src/composing/analysis/chord/chordsymbolformatter.cpp,889,literal,8,formatRomanNumeral,LIVE,code,SURVIVES,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The It+6/Fr+6/Ger+6 block fires unconditionally; its own comment says 'Preset gating (Standard/Baroque only): deferred — formatRomanNumeral() has no preset context'. ARCHITECTURE #5.11 claims aug6 is 'Gated to Standard and Baroque presets only'. Corpus: Baroque 8 / Default 7 / Jazz 0 aug6 labels — the Jazz 0 is an upstream-analysis coincidence (SharpThirteenth not set), not the documented gate. Any effective gating is at the call site (out of scope) — note the dependency. Also an L5-flavored functional label on an L4 TU (boundary)."
src/composing/analysis/chord/chordsymbolformatter.cpp,889,literal,12,formatRomanNumeral,LIVE,code,SURVIVES,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,"The It+6/Fr+6/Ger+6 block fires unconditionally; its own comment says 'Preset gating (Standard/Baroque only): deferred — formatRomanNumeral() has no preset context'. ARCHITECTURE #5.11 claims aug6 is 'Gated to Standard and Baroque presets only'. Corpus: Baroque 8 / Default 7 / Jazz 0 aug6 labels — the Jazz 0 is an upstream-analysis coincidence (SharpThirteenth not set), not the documented gate. Any effective gating is at the call site (out of scope) — note the dependency. Also an L5-flavored functional label on an L4 TU (boundary)."
src/composing/analysis/chord/chordsymbolformatter.cpp,891,branch,,formatRomanNumeral,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,"The It+6/Fr+6/Ger+6 block fires unconditionally; its own comment says 'Preset gating (Standard/Baroque only): deferred — formatRomanNumeral() has no preset context'. ARCHITECTURE #5.11 claims aug6 is 'Gated to Standard and Baroque presets only'. Corpus: Baroque 8 / Default 7 / Jazz 0 aug6 labels — the Jazz 0 is an upstream-analysis coincidence (SharpThirteenth not set), not the documented gate. Any effective gating is at the call site (out of scope) — note the dependency. Also an L5-flavored functional label on an L4 TU (boundary)."
src/composing/analysis/chord/chordsymbolformatter.cpp,893,branch,,formatRomanNumeral,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,,"The It+6/Fr+6/Ger+6 block fires unconditionally; its own comment says 'Preset gating (Standard/Baroque only): deferred — formatRomanNumeral() has no preset context'. ARCHITECTURE #5.11 claims aug6 is 'Gated to Standard and Baroque presets only'. Corpus: Baroque 8 / Default 7 / Jazz 0 aug6 labels — the Jazz 0 is an upstream-analysis coincidence (SharpThirteenth not set), not the documented gate. Any effective gating is at the call site (out of scope) — note the dependency. Also an L5-flavored functional label on an L4 TU (boundary)."
src/composing/analysis/chord/chordsymbolformatter.cpp,909,branch,,formatRomanNumeral,LIVE,code,SURVIVES,n/a,a committed identity's quality/extensions/bass,a display substring for that case,the formatter's output string,the per-case notation convention it encodes,"boundary note: tonicization label (V7/x, viio/x) is L5-flavored functional labeling",Fires when function.nextRootPc>=0 (chord-staff two-pass). Corpus: ~440 tonicization Roman labels per preset. Universal across presets by design (ARCHITECTURE #5.10). L4/L5 boundary; not decided.
src/composing/analysis/chord/chordsymbolformatter.cpp,923,literal,12,formatRomanNumeral,LIVE,code,SURVIVES,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Fires when function.nextRootPc>=0 (chord-staff two-pass). Corpus: ~440 tonicization Roman labels per preset. Universal across presets by design (ARCHITECTURE #5.10). L4/L5 boundary; not decided.
src/composing/analysis/chord/chordsymbolformatter.cpp,923,literal,12,formatRomanNumeral,LIVE,code,SURVIVES,n/a,a committed ChordAnalysisResult + key-signature fifths,a display substring,notation render / batch output / status bar,handled per rendering branch,,Fires when function.nextRootPc>=0 (chord-staff two-pass). Corpus: ~440 tonicization Roman labels per preset. Universal across presets by design (ARCHITECTURE #5.10). L4/L5 boundary; not decided.
